Numb	Lon	Lat	Type	TotalThickness
49007	-133.5	-46.5	SOCE	7.071
49008	-132.5	-46.5	SOCE	7.2418
49009	-131.5	-46.5	SOCE	7.2607
49010	-130.5	-46.5	SOCE	7.1492
49011	-129.5	-46.5	SOCE	7.0934
49012	-128.5	-46.5	SOCE	7.1193
49013	-127.5	-46.5	SOCE	7.1553
49014	-126.5	-46.5	SOCE	7.161
49015	-125.5	-46.5	SOCE	7.1692
49016	-124.5	-46.5	SOCE	7.16
49017	-123.5	-46.5	SOCE	7.1133
49018	-122.5	-46.5	SOCE	7.0226
49019	-121.5	-46.5	SOCE	6.9825
49020	-120.5	-46.5	SOCE	7.0475
49021	-119.5	-46.5	SOCE	7.0679
49022	-118.5	-46.5	SOCE	7.06
49023	-117.5	-46.5	SOCE	7.079
49024	-116.5	-46.5	SOCE	7.0364
49025	-115.5	-46.5	SOCE	6.99
49026	-114.5	-46.5	SOCE	6.9197
49027	-113.5	-46.5	MORB	6.9731
49028	-112.5	-46.5	MORB	7.0475
49029	-111.5	-46.5	SOCE	6.9935
49030	-110.5	-46.5	SOCE	6.9654
49031	-109.5	-46.5	SOCE	6.958
49032	-108.5	-46.5	SOCE	6.9625
49033	-107.5	-46.5	SOCE	6.9629
49034	-106.5	-46.5	SOCE	6.9486
49035	-105.5	-46.5	SOCE	6.922
49036	-104.5	-46.5	SOCE	6.9058
49037	-103.5	-46.5	SOCE	6.9252
49038	-102.5	-46.5	SOCE	6.9803
49039	-101.5	-46.5	SOCE	7.0352
49040	-100.5	-46.5	SOCE	7.0763
49041	-99.5	-46.5	SOCE	7.122
49042	-98.5	-46.5	SOCE	7.1525
49043	-97.5	-46.5	SOCE	7.137
49044	-96.5	-46.5	SOCE	7.0802
49045	-95.5	-46.5	SOCE	7.0545
49046	-94.5	-46.5	SOCE	7.0623
49047	-93.5	-46.5	SOCE	7.0859
49048	-92.5	-46.5	SOCE	7.0992
49049	-91.5	-46.5	SOCE	7.1955
49050	-90.5	-46.5	SOCE	7.3759
49051	-89.5	-46.5	SOCE	7.2611
49052	-88.5	-46.5	SOCE	7.1216
49053	-87.5	-46.5	SOCE	6.9768
49054	-86.5	-46.5	SOCE	6.9344
49055	-85.5	-46.5	SOCE	6.9746
49056	-84.5	-46.5	SOCE	7.0308
49057	-83.5	-46.5	SOCE	7.0281
49058	-82.5	-46.5	SOCE	6.9565
49059	-81.5	-46.5	SOCE	6.9231
49060	-80.5	-46.5	SOCE	6.6889
49061	-79.5	-46.5	SOCE	6.5371
49062	-78.5	-46.5	SOCE	6.5941
49063	-77.5	-46.5	SOCE	6.6235
49064	-76.5	-46.5	SOCE	9.9207
49065	-75.5	-46.5	COMA	22.7757
49066	-74.5	-46.5	ORON	31.6151
49067	-73.5	-46.5	COAR	36.2654
49068	-72.5	-46.5	COAR	37.4531
49069	-71.5	-46.5	ORON	36.142
49070	-70.5	-46.5	ORON	34.5345
49071	-69.5	-46.5	BASN	33.6631
49072	-68.5	-46.5	EXCT	32.3214
49073	-67.5	-46.5	EXCT	31.3119
49074	-66.5	-46.5	COMA	30.0393
49075	-65.5	-46.5	COMA	29.291
49076	-64.5	-46.5	COMA	28.978
49077	-63.5	-46.5	COMA	28.8994
49078	-62.5	-46.5	COMA	28.8902
49079	-61.5	-46.5	COMA	28.698
49080	-60.5	-46.5	COMA	27.141
49081	-59.5	-46.5	COMA	21.9881
49082	-58.5	-46.5	COMA	15.0062
49083	-57.5	-46.5	SOCE	10.9168
49084	-56.5	-46.5	SOCE	9.7456
49085	-55.5	-46.5	SOCE	8.8833
49086	-54.5	-46.5	SOCE	8.2648
49087	-53.5	-46.5	SOCE	8.0196
49088	-52.5	-46.5	SOCE	8.1741
49089	-51.5	-46.5	SOCE	8.5832
49090	-50.5	-46.5	SOCE	8.8683
49091	-49.5	-46.5	SOCE	8.9747
49092	-48.5	-46.5	SOCE	8.9942
49093	-47.5	-46.5	SOCE	9.0196
49094	-46.5	-46.5	SOCE	9.0235
49095	-45.5	-46.5	SOCE	8.9986
49096	-44.5	-46.5	SOCE	9.0016
49097	-43.5	-46.5	SOCE	9.0365
49098	-42.5	-46.5	SOCE	8.9953
49099	-41.5	-46.5	SOCE	8.963
49100	-40.5	-46.5	SOCE	8.9307
49101	-39.5	-46.5	SOCE	8.8611
49102	-38.5	-46.5	SOCE	8.683
49103	-37.5	-46.5	SOCE	8.3028
49104	-36.5	-46.5	SOCE	8.1527
49105	-35.5	-46.5	SOCE	8.0844
49106	-34.5	-46.5	SOCE	8.048
49107	-33.5	-46.5	SOCE	8.0225
49108	-32.5	-46.5	SOCE	7.9544
49109	-31.5	-46.5	SOCE	7.9432
49110	-30.5	-46.5	SOCE	8.0383
49111	-29.5	-46.5	SOCE	8.1261
49112	-28.5	-46.5	SOCE	8.1461
49113	-27.5	-46.5	SOCE	7.5022
49114	-26.5	-46.5	SOCE	7.2621
49115	-25.5	-46.5	SOCE	7.2029
49116	-24.5	-46.5	SOCE	7.1637
49117	-23.5	-46.5	SOCE	7.1533
49118	-22.5	-46.5	SOCE	7.107
49119	-21.5	-46.5	SOCE	7.0847
49120	-20.5	-46.5	SOCE	6.9621
49121	-19.5	-46.5	SOCE	7.0148
49122	-18.5	-46.5	SOCE	7.1403
49123	-17.5	-46.5	SOCE	7.2828
49124	-16.5	-46.5	SOCE	7.2153
49125	-15.5	-46.5	SOCE	7.0755
49126	-14.5	-46.5	SOCE	7.1859
49127	-13.5	-46.5	MORB	7.2502
49128	-12.5	-46.5	SOCE	7.1071
49129	-11.5	-46.5	SOCE	6.9354
49130	-10.5	-46.5	SOCE	6.9502
49131	-9.5	-46.5	SOCE	6.9705
49132	-8.5	-46.5	SOCE	7.1146
49133	-7.5	-46.5	SOCE	7.3924
49134	-6.5	-46.5	SOCE	7.1548
49135	-5.5	-46.5	SOCE	7.1014
49136	-4.5	-46.5	SOCE	7.1303
49137	-3.5	-46.5	SOCE	7.0875
49138	-2.5	-46.5	SOCE	7.202
49139	-1.5	-46.5	SOCE	7.2571
49140	-0.5	-46.5	SOCE	7.1923
49141	0.5	-46.5	SOCE	7.228
49142	1.5	-46.5	SOCE	7.2868
49143	2.5	-46.5	SOCE	7.1568
49144	3.5	-46.5	SOCE	7.1505
49145	4.5	-46.5	SOCE	7.2137
49146	5.5	-46.5	SOCE	7.3042
49147	6.5	-46.5	LIPS	7.4277
49148	7.5	-46.5	LIPS	7.3598
49149	8.5	-46.5	SOCE	7.203
49150	9.5	-46.5	SOCE	7.1175
49151	10.5	-46.5	SOCE	7.1062
49152	11.5	-46.5	SOCE	7.1995
49153	12.5	-46.5	SOCE	7.2247
49154	13.5	-46.5	SOCE	7.1945
49155	14.5	-46.5	SOCE	7.1535
49156	15.5	-46.5	SOCE	7.1582
49157	16.5	-46.5	SOCE	7.1424
49158	17.5	-46.5	SOCE	7.0938
49159	18.5	-46.5	SOCE	7.0181
49160	19.5	-46.5	SOCE	6.9826
49161	20.5	-46.5	SOCE	7.0088
49162	21.5	-46.5	SOCE	7.0571
49163	22.5	-46.5	SOCE	7.0926
49164	23.5	-46.5	SOCE	7.1093
49165	24.5	-46.5	SOCE	7.1094
49166	25.5	-46.5	SOCE	7.1082
49167	26.5	-46.5	SOCE	7.0455
49168	27.5	-46.5	SOCE	6.993
49169	28.5	-46.5	SOCE	6.9724
49170	29.5	-46.5	SOCE	7.0593
49171	30.5	-46.5	SOCE	6.9589
49172	31.5	-46.5	SOCE	7.0057
49173	32.5	-46.5	SOCE	6.9933
49174	33.5	-46.5	MORB	6.9239
49175	34.5	-46.5	SOCE	6.9149
49176	35.5	-46.5	SOCE	6.931
49177	36.5	-46.5	SOCE	7.0208
49178	37.5	-46.5	SOCE	7.2682
49179	38.5	-46.5	SOCE	7.3533
49180	39.5	-46.5	SOCE	7.3806
49181	40.5	-46.5	SOCE	7.4638
49182	41.5	-46.5	SOCE	7.6462
49183	42.5	-46.5	SOCE	7.7941
49184	43.5	-46.5	SOCE	7.7282
49185	44.5	-46.5	SOCE	7.8073
49186	45.5	-46.5	SOCE	7.9703
49187	46.5	-46.5	SOCE	7.9962
49188	47.5	-46.5	SOCE	7.964
49189	48.5	-46.5	SOCE	8.0176
49190	49.5	-46.5	LIPS	8.7498
49191	50.5	-46.5	LIPS	9.5932
49192	51.5	-46.5	LIPS	9.8082
49193	52.5	-46.5	LIPS	8.3518
49194	53.5	-46.5	SOCE	7.9011
49195	54.5	-46.5	SOCE	7.9429
49196	55.5	-46.5	SOCE	7.9368
49197	56.5	-46.5	SOCE	7.8863
49198	57.5	-46.5	SOCE	7.8273
49199	58.5	-46.5	SOCE	7.8302
49200	59.5	-46.5	SOCE	7.8401
49201	60.5	-46.5	SOCE	7.8463
49202	61.5	-46.5	SOCE	7.9093
49203	62.5	-46.5	SOCE	7.9827
49204	63.5	-46.5	LIPS	7.9534
49205	64.5	-46.5	LIPS	8.347
49206	65.5	-46.5	LIPS	10.2614
49207	66.5	-46.5	LIPS	13.4298
49208	67.5	-46.5	LIPS	14.4824
49209	68.5	-46.5	LIPS	13.2446
49210	69.5	-46.5	LIPS	11.0999
49211	70.5	-46.5	SOCE	10.0582
49212	71.5	-46.5	SOCE	9.7062
49213	72.5	-46.5	LIPS	9.0931
49214	73.5	-46.5	SOCE	8.0206
49215	74.5	-46.5	SOCE	7.413
49216	75.5	-46.5	SOCE	7.186
49217	76.5	-46.5	SOCE	7.0802
49218	77.5	-46.5	SOCE	6.9493
49219	78.5	-46.5	SOCE	6.9332
49220	79.5	-46.5	SOCE	7.0687
49221	80.5	-46.5	SOCE	7.6609
49222	81.5	-46.5	SOCE	7.8931
49223	82.5	-46.5	SOCE	7.6311
49224	83.5	-46.5	SOCE	7.1146
49225	84.5	-46.5	SOCE	6.9992
49226	85.5	-46.5	SOCE	6.9864
49227	86.5	-46.5	SOCE	7.1513
49228	87.5	-46.5	SOCE	7.6851
49229	88.5	-46.5	SOCE	7.6723
49230	89.5	-46.5	SOCE	7.1701
49231	90.5	-46.5	SOCE	7.0339
49232	91.5	-46.5	SOCE	7.0185
49233	92.5	-46.5	SOCE	7.0178
49234	93.5	-46.5	SOCE	6.9132
49235	94.5	-46.5	SOCE	6.8689
49236	95.5	-46.5	SOCE	6.9098
49237	96.5	-46.5	MORB	7.0656
49238	97.5	-46.5	SOCE	6.9245
49239	98.5	-46.5	SOCE	6.8058
49240	99.5	-46.5	SOCE	6.916
49241	100.5	-46.5	SOCE	7.0432
49242	101.5	-46.5	SOCE	7.0287
49243	102.5	-46.5	SOCE	6.9752
49244	103.5	-46.5	SOCE	6.9082
49245	104.5	-46.5	SOCE	6.9073
49246	105.5	-46.5	SOCE	6.9407
49247	106.5	-46.5	SOCE	6.9891
49248	107.5	-46.5	SOCE	7.0036
49249	108.5	-46.5	SOCE	7.0405
49250	109.5	-46.5	SOCE	7.0638
49251	110.5	-46.5	SOCE	7.0101
49252	111.5	-46.5	SOCE	6.9989
49253	112.5	-46.5	SOCE	7.0508
49254	113.5	-46.5	SOCE	7.0529
49255	114.5	-46.5	SOCE	7.0169
49256	115.5	-46.5	SOCE	7.0294
49257	116.5	-46.5	SOCE	7.0722
49258	117.5	-46.5	SOCE	7.0584
49259	118.5	-46.5	SOCE	7.0464
49260	119.5	-46.5	SOCE	7.039
49261	120.5	-46.5	SOCE	7.0442
49262	121.5	-46.5	SOCE	7.075
49263	122.5	-46.5	SOCE	7.0996
49264	123.5	-46.5	SOCE	7.0653
49265	124.5	-46.5	SOCE	7.0466
49266	125.5	-46.5	SOCE	7.0964
49267	126.5	-46.5	SOCE	7.1737
49268	127.5	-46.5	SOCE	7.1494
49269	128.5	-46.5	SOCE	7.1621
49270	129.5	-46.5	SOCE	7.0865
49271	130.5	-46.5	SOCE	7.1117
49272	131.5	-46.5	SOCE	7.1095
49273	132.5	-46.5	SOCE	7.1005
49274	133.5	-46.5	SOCE	7.124
49275	134.5	-46.5	SOCE	7.0897
49276	135.5	-46.5	SOCE	7.0709
49277	136.5	-46.5	SOCE	7.0518
49278	137.5	-46.5	SOCE	7.0204
49279	138.5	-46.5	SOCE	6.916
49280	139.5	-46.5	SOCE	6.9348
49281	140.5	-46.5	SOCE	7.0298
49282	141.5	-46.5	SOCE	7.1101
49283	142.5	-46.5	SOCE	7.0256
49284	143.5	-46.5	SOCE	7.0051
49285	144.5	-46.5	SOCE	8.4595
49286	145.5	-46.5	COMA	11.8742
49287	146.5	-46.5	COMA	15.6108
49288	147.5	-46.5	COMA	16.5612
49289	148.5	-46.5	COMA	14.1151
49290	149.5	-46.5	COMA	10.3167
49291	150.5	-46.5	SOCE	8.3134
49292	151.5	-46.5	SOCE	7.881
49293	152.5	-46.5	SOCE	7.9658
49294	153.5	-46.5	SOCE	8.1022
49295	154.5	-46.5	SOCE	8.0977
49296	155.5	-46.5	SOCE	8.0523
49297	156.5	-46.5	SOCE	7.9734
49298	157.5	-46.5	SOCE	7.9591
49299	158.5	-46.5	SOCE	7.924
49300	159.5	-46.5	SOCE	7.8327
49301	160.5	-46.5	SOCE	7.7819
49302	161.5	-46.5	SOCE	7.8546
49303	162.5	-46.5	SOCE	7.8703
49304	163.5	-46.5	SOCE	8.1103
49305	164.5	-46.5	SOCE	9.0003
49306	165.5	-46.5	SOCE	11.7897
49307	166.5	-46.5	COMA	19.5797
49308	167.5	-46.5	COMA	29.4973
49309	168.5	-46.5	ORON	29.9679
49310	169.5	-46.5	ORON	27.345
49311	170.5	-46.5	COMA	24.1809
49312	171.5	-46.5	COMA	22.8318
49313	172.5	-46.5	COMA	22.6401
49314	173.5	-46.5	COMA	22.0784
49315	174.5	-46.5	COMA	20.7525
49316	175.5	-46.5	COMA	19.9895
49317	176.5	-46.5	COMA	18.987
49318	177.5	-46.5	COMA	18.383
49319	178.5	-46.5	COMA	17.4563
49320	179.5	-46.5	SOCE	15.7715
49321	-179.5	-47.5	SOCE	16.7292
49322	-178.5	-47.5	SOCE	10.1161
49323	-177.5	-47.5	SOCE	8.07
49324	-176.5	-47.5	SOCE	7.7506
49325	-175.5	-47.5	SOCE	7.7537
49326	-174.5	-47.5	SOCE	7.5967
49327	-173.5	-47.5	SOCE	7.1831
49328	-172.5	-47.5	SOCE	6.9715
49329	-171.5	-47.5	SOCE	6.9391
49330	-170.5	-47.5	SOCE	6.8464
49331	-169.5	-47.5	SOCE	6.7203
49332	-168.5	-47.5	SOCE	6.6735
49333	-167.5	-47.5	SOCE	6.7289
49334	-166.5	-47.5	SOCE	6.7662
49335	-165.5	-47.5	SOCE	6.8471
49336	-164.5	-47.5	SOCE	6.9584
49337	-163.5	-47.5	SOCE	7.0012
49338	-162.5	-47.5	SOCE	6.9699
49339	-161.5	-47.5	SOCE	6.9265
49340	-160.5	-47.5	SOCE	6.9431
49341	-159.5	-47.5	SOCE	6.9656
49342	-158.5	-47.5	SOCE	7.0186
49343	-157.5	-47.5	SOCE	7.0171
49344	-156.5	-47.5	SOCE	6.9285
49345	-155.5	-47.5	SOCE	6.929
49346	-154.5	-47.5	SOCE	7.0125
49347	-153.5	-47.5	SOCE	7.2323
49348	-152.5	-47.5	SOCE	7.1068
49349	-151.5	-47.5	SOCE	6.913
49350	-150.5	-47.5	SOCE	7.0706
49351	-149.5	-47.5	SOCE	7.2561
49352	-148.5	-47.5	SOCE	7.3928
49353	-147.5	-47.5	SOCE	7.3348
49354	-146.5	-47.5	SOCE	7.1088
49355	-145.5	-47.5	SOCE	7.0956
49356	-144.5	-47.5	SOCE	7.0947
49357	-143.5	-47.5	SOCE	7.0065
49358	-142.5	-47.5	SOCE	7.0093
49359	-141.5	-47.5	SOCE	6.8793
49360	-140.5	-47.5	SOCE	6.8106
49361	-139.5	-47.5	SOCE	6.9158
49362	-138.5	-47.5	SOCE	7.0305
49363	-137.5	-47.5	SOCE	7.0864
49364	-136.5	-47.5	SOCE	7.1589
49365	-135.5	-47.5	SOCE	7.1918
49366	-134.5	-47.5	SOCE	7.0813
49367	-133.5	-47.5	SOCE	6.9995
49368	-132.5	-47.5	SOCE	6.9816
49369	-131.5	-47.5	SOCE	7.0593
49370	-130.5	-47.5	SOCE	6.982
49371	-129.5	-47.5	SOCE	6.9527
49372	-128.5	-47.5	SOCE	7.0427
49373	-127.5	-47.5	SOCE	7.0939
49374	-126.5	-47.5	SOCE	7.2022
49375	-125.5	-47.5	SOCE	7.2072
49376	-124.5	-47.5	SOCE	7.2138
49377	-123.5	-47.5	SOCE	7.1536
49378	-122.5	-47.5	SOCE	7.0988
49379	-121.5	-47.5	SOCE	7.0765
49380	-120.5	-47.5	SOCE	7.0365
49381	-119.5	-47.5	SOCE	6.954
49382	-118.5	-47.5	SOCE	6.9008
49383	-117.5	-47.5	SOCE	6.9465
49384	-116.5	-47.5	SOCE	6.9878
49385	-115.5	-47.5	SOCE	6.9424
49386	-114.5	-47.5	SOCE	6.9544
49387	-113.5	-47.5	MORB	7.0866
49388	-112.5	-47.5	MORB	7.1059
49389	-111.5	-47.5	SOCE	7.0283
49390	-110.5	-47.5	SOCE	6.9732
49391	-109.5	-47.5	SOCE	6.9466
49392	-108.5	-47.5	SOCE	6.9479
49393	-107.5	-47.5	SOCE	6.9223
49394	-106.5	-47.5	SOCE	6.8903
49395	-105.5	-47.5	SOCE	6.8367
49396	-104.5	-47.5	SOCE	6.8279
49397	-103.5	-47.5	SOCE	6.8679
49398	-102.5	-47.5	SOCE	6.9156
49399	-101.5	-47.5	SOCE	6.9609
49400	-100.5	-47.5	SOCE	7.035
49401	-99.5	-47.5	SOCE	7.0469
49402	-98.5	-47.5	SOCE	7.1991
49403	-97.5	-47.5	SOCE	7.0276
49404	-96.5	-47.5	SOCE	6.8536
49405	-95.5	-47.5	SOCE	6.8125
49406	-94.5	-47.5	SOCE	6.9038
49407	-93.5	-47.5	SOCE	6.907
49408	-92.5	-47.5	SOCE	6.8916
49409	-91.5	-47.5	SOCE	7.1078
49410	-90.5	-47.5	SOCE	7.3843
49411	-89.5	-47.5	SOCE	7.2642
49412	-88.5	-47.5	SOCE	6.9941
49413	-87.5	-47.5	SOCE	6.8815
49414	-86.5	-47.5	SOCE	6.9463
49415	-85.5	-47.5	SOCE	6.9083
49416	-84.5	-47.5	SOCE	6.9312
49417	-83.5	-47.5	SOCE	7.0135
49418	-82.5	-47.5	SOCE	7.0174
49419	-81.5	-47.5	SOCE	7.0038
49420	-80.5	-47.5	SOCE	6.9123
49421	-79.5	-47.5	SOCE	6.8474
49422	-78.5	-47.5	SOCE	6.9598
49423	-77.5	-47.5	SOCE	7.7827
49424	-76.5	-47.5	SOCE	12.4084
49425	-75.5	-47.5	COMA	24.0399
49426	-74.5	-47.5	ORON	31.8103
49427	-73.5	-47.5	COAR	36.1373
49428	-72.5	-47.5	COAR	37.174
49429	-71.5	-47.5	ORON	36.9199
49430	-70.5	-47.5	BASN	36.0623
49431	-69.5	-47.5	EXCT	34.1308
49432	-68.5	-47.5	EXCT	32.3068
49433	-67.5	-47.5	EXCT	31.3501
49434	-66.5	-47.5	EXCT	30.0215
49435	-65.5	-47.5	COMA	29.4061
49436	-64.5	-47.5	COMA	29.0744
49437	-63.5	-47.5	COMA	28.8968
49438	-62.5	-47.5	COMA	28.8629
49439	-61.5	-47.5	COMA	28.7502
49440	-60.5	-47.5	COMA	27.5881
49441	-59.5	-47.5	COMA	23.2246
49442	-58.5	-47.5	COMA	16.2115
49443	-57.5	-47.5	SOCE	12.1221
49444	-56.5	-47.5	SOCE	11.1999
49445	-55.5	-47.5	SOCE	9.6527
49446	-54.5	-47.5	SOCE	8.4918
49447	-53.5	-47.5	SOCE	8.0515
49448	-52.5	-47.5	SOCE	7.9902
49449	-51.5	-47.5	SOCE	8.2092
49450	-50.5	-47.5	SOCE	8.6072
49451	-49.5	-47.5	SOCE	8.8348
49452	-48.5	-47.5	SOCE	8.8988
49453	-47.5	-47.5	SOCE	8.9288
49454	-46.5	-47.5	SOCE	8.9295
49455	-45.5	-47.5	SOCE	8.903
49456	-44.5	-47.5	SOCE	8.9061
49457	-43.5	-47.5	SOCE	8.8421
49458	-42.5	-47.5	SOCE	8.0958
49459	-41.5	-47.5	SOCE	8.0464
49460	-40.5	-47.5	SOCE	8.0465
49461	-39.5	-47.5	SOCE	8.0064
49462	-38.5	-47.5	SOCE	8.032
49463	-37.5	-47.5	SOCE	8.0127
49464	-36.5	-47.5	SOCE	8.0126
49465	-35.5	-47.5	SOCE	8.0514
49466	-34.5	-47.5	SOCE	8.0682
49467	-33.5	-47.5	SOCE	8.0343
49468	-32.5	-47.5	SOCE	7.9833
49469	-31.5	-47.5	SOCE	8.0971
49470	-30.5	-47.5	SOCE	8.1614
49471	-29.5	-47.5	SOCE	8.2446
49472	-28.5	-47.5	SOCE	8.1926
49473	-27.5	-47.5	SOCE	7.9162
49474	-26.5	-47.5	SOCE	7.1505
49475	-25.5	-47.5	SOCE	7.1734
49476	-24.5	-47.5	SOCE	7.1822
49477	-23.5	-47.5	SOCE	7.218
49478	-22.5	-47.5	SOCE	7.2696
49479	-21.5	-47.5	SOCE	7.1568
49480	-20.5	-47.5	SOCE	6.9741
49481	-19.5	-47.5	SOCE	7.0968
49482	-18.5	-47.5	SOCE	7.3031
49483	-17.5	-47.5	SOCE	7.2774
49484	-16.5	-47.5	SOCE	7.2121
49485	-15.5	-47.5	SOCE	7.1541
49486	-14.5	-47.5	SOCE	7.1136
49487	-13.5	-47.5	SOCE	7.0302
49488	-12.5	-47.5	SOCE	7.0526
49489	-11.5	-47.5	SOCE	7.1588
49490	-10.5	-47.5	MORB	7.5931
49491	-9.5	-47.5	SOCE	7.4629
49492	-8.5	-47.5	SOCE	7.1357
49493	-7.5	-47.5	SOCE	6.9494
49494	-6.5	-47.5	SOCE	7.0761
49495	-5.5	-47.5	SOCE	7.0595
49496	-4.5	-47.5	SOCE	7.1362
49497	-3.5	-47.5	SOCE	7.206
49498	-2.5	-47.5	SOCE	7.263
49499	-1.5	-47.5	SOCE	7.2848
49500	-0.5	-47.5	SOCE	7.3983
49501	0.5	-47.5	SOCE	7.3372
49502	1.5	-47.5	SOCE	7.1271
49503	2.5	-47.5	SOCE	6.9072
49504	3.5	-47.5	SOCE	6.9041
49505	4.5	-47.5	SOCE	7.0315
49506	5.5	-47.5	SOCE	7.1265
49507	6.5	-47.5	SOCE	6.9125
49508	7.5	-47.5	LIPS	7.3132
49509	8.5	-47.5	LIPS	7.3802
49510	9.5	-47.5	LIPS	7.1458
49511	10.5	-47.5	SOCE	7.266
49512	11.5	-47.5	SOCE	7.4308
49513	12.5	-47.5	SOCE	7.5446
49514	13.5	-47.5	SOCE	7.2689
49515	14.5	-47.5	SOCE	7.2096
49516	15.5	-47.5	SOCE	7.262
49517	16.5	-47.5	SOCE	7.2538
49518	17.5	-47.5	SOCE	7.1306
49519	18.5	-47.5	SOCE	6.9653
49520	19.5	-47.5	SOCE	6.9325
49521	20.5	-47.5	SOCE	7.0887
49522	21.5	-47.5	SOCE	7.2194
49523	22.5	-47.5	SOCE	7.289
49524	23.5	-47.5	SOCE	7.2321
49525	24.5	-47.5	SOCE	7.217
49526	25.5	-47.5	SOCE	7.2623
49527	26.5	-47.5	SOCE	7.253
49528	27.5	-47.5	SOCE	7.191
49529	28.5	-47.5	SOCE	7.1495
49530	29.5	-47.5	SOCE	7.0771
49531	30.5	-47.5	SOCE	7.0451
49532	31.5	-47.5	SOCE	6.9617
49533	32.5	-47.5	SOCE	6.9143
49534	33.5	-47.5	SOCE	6.9264
49535	34.5	-47.5	SOCE	6.9514
49536	35.5	-47.5	SOCE	6.9773
49537	36.5	-47.5	SOCE	6.9932
49538	37.5	-47.5	SOCE	7.11
49539	38.5	-47.5	SOCE	7.2437
49540	39.5	-47.5	SOCE	7.2833
49541	40.5	-47.5	SOCE	7.4506
49542	41.5	-47.5	SOCE	7.5917
49543	42.5	-47.5	SOCE	7.6683
49544	43.5	-47.5	SOCE	7.7918
49545	44.5	-47.5	SOCE	7.7569
49546	45.5	-47.5	SOCE	7.7872
49547	46.5	-47.5	SOCE	7.8935
49548	47.5	-47.5	SOCE	7.8784
49549	48.5	-47.5	SOCE	7.1254
49550	49.5	-47.5	SOCE	6.8958
49551	50.5	-47.5	SOCE	6.9794
49552	51.5	-47.5	SOCE	7.0712
49553	52.5	-47.5	SOCE	7.2221
49554	53.5	-47.5	SOCE	7.6596
49555	54.5	-47.5	SOCE	7.875
49556	55.5	-47.5	SOCE	7.8467
49557	56.5	-47.5	SOCE	7.8396
49558	57.5	-47.5	SOCE	7.8873
49559	58.5	-47.5	SOCE	7.892
49560	59.5	-47.5	SOCE	7.8334
49561	60.5	-47.5	SOCE	7.8727
49562	61.5	-47.5	SOCE	7.9585
49563	62.5	-47.5	LIPS	7.9983
49564	63.5	-47.5	LIPS	8.024
49565	64.5	-47.5	LIPS	9.4854
49566	65.5	-47.5	LIPS	13.6532
49567	66.5	-47.5	LIPS	16.6321
49568	67.5	-47.5	LIPS	17.1201
49569	68.5	-47.5	LIPS	16.5066
49570	69.5	-47.5	LIPS	15.8092
49571	70.5	-47.5	LIPS	15.2976
49572	71.5	-47.5	LIPS	14.8946
49573	72.5	-47.5	LIPS	13.1234
49574	73.5	-47.5	SOCE	9.7144
49575	74.5	-47.5	SOCE	8.2318
49576	75.5	-47.5	SOCE	7.7961
49577	76.5	-47.5	SOCE	7.6271
49578	77.5	-47.5	SOCE	7.4179
49579	78.5	-47.5	SOCE	7.6483
49580	79.5	-47.5	SOCE	7.8831
49581	80.5	-47.5	SOCE	8.0289
49582	81.5	-47.5	SOCE	8.0982
49583	82.5	-47.5	SOCE	7.8437
49584	83.5	-47.5	SOCE	7.2361
49585	84.5	-47.5	SOCE	7.0323
49586	85.5	-47.5	SOCE	7.027
49587	86.5	-47.5	SOCE	7.1839
49588	87.5	-47.5	SOCE	7.6837
49589	88.5	-47.5	SOCE	7.6607
49590	89.5	-47.5	SOCE	7.1626
49591	90.5	-47.5	SOCE	7.061
49592	91.5	-47.5	SOCE	7.0295
49593	92.5	-47.5	SOCE	6.9768
49594	93.5	-47.5	SOCE	6.8985
49595	94.5	-47.5	SOCE	6.928
49596	95.5	-47.5	SOCE	7.0322
49597	96.5	-47.5	MORB	7.04
49598	97.5	-47.5	MORB	7.0442
49599	98.5	-47.5	MORB	6.9156
49600	99.5	-47.5	MORB	6.7401
49601	100.5	-47.5	MORB	6.883
49602	101.5	-47.5	MORB	6.9198
49603	102.5	-47.5	MORB	6.9064
49604	103.5	-47.5	MORB	6.9185
49605	104.5	-47.5	SOCE	6.9377
49606	105.5	-47.5	SOCE	6.9658
49607	106.5	-47.5	SOCE	6.9536
49608	107.5	-47.5	SOCE	6.9907
49609	108.5	-47.5	SOCE	7.0705
49610	109.5	-47.5	SOCE	6.9978
49611	110.5	-47.5	SOCE	6.9041
49612	111.5	-47.5	SOCE	6.8427
49613	112.5	-47.5	SOCE	6.8897
49614	113.5	-47.5	SOCE	6.9117
49615	114.5	-47.5	SOCE	6.9519
49616	115.5	-47.5	SOCE	6.9559
49617	116.5	-47.5	SOCE	6.9965
49618	117.5	-47.5	SOCE	6.9736
49619	118.5	-47.5	SOCE	6.9579
49620	119.5	-47.5	SOCE	6.9663
49621	120.5	-47.5	SOCE	7.0133
49622	121.5	-47.5	SOCE	7.07
49623	122.5	-47.5	SOCE	7.0796
49624	123.5	-47.5	SOCE	7.0755
49625	124.5	-47.5	SOCE	7.0218
49626	125.5	-47.5	SOCE	7.0647
49627	126.5	-47.5	SOCE	7.1124
49628	127.5	-47.5	SOCE	7.1337
49629	128.5	-47.5	SOCE	7.1202
49630	129.5	-47.5	SOCE	7.1088
49631	130.5	-47.5	SOCE	7.0988
49632	131.5	-47.5	SOCE	7.0999
49633	132.5	-47.5	SOCE	7.0986
